UniProt ID(supplied by UniProt)	NCBI Gene ID(supplied by NCBI)
	100422514
	100128516
	645440
	124496
O75947	10476
	390581
	138234
	138864
	246723
P18859	522
	359997
P48047	539
	100132849
Q15904	537
Q52LC2	92270
O75787	10159
P38606	523
P15313	525
	101927750
P21281	526
P21283	528
Q8NEY4	245973
Q9Y5K8	51382
P36543	529
	343515
	100462844
	729435
Q96A05	90423
Q16864	9296
A0A1B0GUX0	100130705
O75348	9550
	319116
	100128541
	100462838
	100462843
	100462840
	100462732
	100874514
O95670	534
	100532737
Q96LB4	127124
Q9UI12	51606
Q93050	535
Q9Y487	23545
Q9HBG4	50617
Q99437	533
P27449	527
	100132978
	106478961
	442211
	112436690
P61421	9114
Q8N8Y2	245972
O15342	8992
	100874502
	100874503
	100133262
	100874504
Q8NHE4	155066
	401431
Q04656	538
P35670	540
	100462825
Q9Y2Q0	10396
Q9NTI2	51761
	100422505
	100533851
	100874518
O43520	5205
P98198	57198
O60423	148229
Q8TF62	79895
	158381
O75110	10079
O43861	374868
O60312	57194
O94823	23120
Q9P241	57205
P98196	23250
	100874205
Q6ZP68	400165
Q9Y2G3	23200
Q8NB49	286410
P54707	479
Q9HD20	57130
Q9NQ11	23400
Q9H7F0	79572
Q4VNC1	84239
	101929198
Q4VNC0	344905
	100874218
Q9Y6H3	91419
Q5TC12	64756
Q8N5M1	91647
Q6P4H8	134145
Q13535	545
Q6UW56	51374
Q8WXE1	84126
O75882	8455
Q5VV63	26033
P46100	546
P54253	6310
	101928433
P0C7T5	342371
Q99700	6311
	102723619
Q8WWM7	11273
P54252	4287
Q9H3M9	92552
O15265	6314
Q9ULK2	222255
Q5T6C5	127002
Q14CW9	56970
Q96GX2	552889
Q156A1	724066
P0DMR3	6315
Q9UBB4	25814
Q13825	549
Q9H7T9	79000
Q9Y679	550
O14965	6790
Q9NWT8	54998
	6791
	386665
Q96GD4	9212
	644233
Q9UQB9	6795
Q8WXX7	26053
Q9NQS1	57099
O75366	10677
Q8NBF6	23080
P01185	551
Q5T686	60370
P37288	552
P47901	553
P30518	554
Q58HT5	158833
Q6E213	158835
Q5T1B0	126859
O15169	8312
Q9Y2T1	8313
P30530	558
P25311	563
	646282
	401393
Q9H6S1	64343
O14977	51582
	100506753
Q96A70	113451
P20160	566
	106480244
P61769	567
	568
O75752	8706
	100128857
Q8NCR0	148789
	100130402
Q9Y5Z6	8708
	105616981
O43825	8707
O96024	8705
Q9Y2C3	10317
P59052	114041
Q96L58	126792
Q9P2W7	27087
Q9NPZ5	135152
O94766	26229
	402146
Q6Y288	145173
Q9NY97	10678
	100422469
Q9Y2A9	10331
Q9C0J1	79369
Q9BYG0	84002
Q6ZMB0	192134
Q8NFL0	93010
Q7Z7M8	374907
Q6UX72	84752
	100288842
Q67FW5	146712
	106481968
	106480419
Q00973	2583
Q8NHY0	124872
	106481717
Q6L9W6	283358
Q76KP1	338707
P15291	2683
	101929639
O60909	8704
O60512	8703
O60513	8702
	100874201
O43286	9334
Q9UBX8	9331
Q9UBV7	11285
O43505	11041
Q9UPM9	27077
Q9BPU9	80776
Q8WXS3	79870
	100499183
P0C853	157556
Q14032	570
Q9NWV8	29086
Q9NXR7	9577
	100302650
P56817	23621
	100379571
Q9Y5Z0	25825
	282569
O14867	571
	106478962
	100874322
	54147
Q9BYV9	60468
Q92934	572
Q99933	573
O95816	9532
O95817	9531
O95429	9530
Q9UL15	9529
P46379	7917
Q13072	574
Q86Y30	85319
Q86Y29	85318
Q86Y28	85317
Q86Y27	85316
Q9P281	57597
Q8TBE0	22893
Q9UQB8	10458
	440465
Q9UHR4	55971
Q6UXY1	80115
O94812	8938
Q16611	578
	600
	601
Q13145	25805
	100885775
O75531	8815
	317687
	414169
	100505506
	100653423
	101290503
Q9H503	140836
Q8NDB2	55024
Q8N9N5	54971
Q92560	8314
Q99728	580
Q9BZE3	56751
Q9NY43	343472
Q9HBU1	56033
	101928040
Q9UMQ3	8538
P80723	10409
	285696
	646201
Q16520	10538
Q8N1L9	116071
Q9NR55	55509
Q07812	581
Q9NRL2	11177
Q9UIG0	9031
Q9UIF9	11176
Q9UIF8	29994
Q96PG8, Q9BXH1	27113
A8MTZ0	92482
	105373509
Q8ND07	80127
O75936	8424
	103695435
Q8NFJ9	582
Q9BXC9	583
Q96RK4	585
Q8N3I7	129880
Q8IWZ6	55212
Q3SYG4	27241
Q8TAM1	79738
Q6ZW61	166379
Q8WY36	56987
P50895	4059
Q96GW7	63827
Q9UHQ4	55973
P51572	10134
	100194425
	100194426
P56945	9564
	100533717
	100533718
O75815	8412
	100129046
	400500
O75363	8537
O75934	10286
	100127960
	100421045
	100128339
Q9H6U6	54828
Q8TDM0	55653
P54687	586
O15382	587
Q9P287	56647
Q7Z5W3	144233
	100286844
P06276	590
P12694	593
P21953	594
O14874	10295
P10415	596
Q16548	597
Q07817	598
	105372589
Q92843	599
Q92843	100529063
Q9HD36	10017
O43521	10018
Q9HB09	83596
	100289095
Q9BXK5	23786
Q9BZR8	79370
Q5TBC7	440603
P20749	602
P41182	604
	106146153
Q8N143	255877
Q4VC05	605
Q9BQE9	9275
Q8WUZ0	9274
O00512	607
Q86UU0	283149
	100419324
O95999	8915
Q9H165	53335
Q9C0K0	64919
Q9NYF8	9774
	728366
	731605
A2AJT9	256643
Q9HAY6	53630
Q9BYV7	83875
Q6W2J9	54880
Q5H9F3	63035
Q8N888	286554
P11274	613
	644079
	400892
	644165
	616
	648980
	728468
	100133163
	100133044
	107126287
Q9Y276	617
	618
	619
	620
	654337
Q02338	622
Q9BUT1	56898
	389416
P46663	623
P30411	624
P23560	627
	497258
A6H8Y1	55814
	724038
Q3B7T3	146227
	101927726
Q14457	8678
	100420149
A8MW95	441925
Q9BUH8	57596
Q8NDZ0	139105
Q5T5X7	57673
	644459
	392368
	650623
Q6ZU67	389206
Q7L4P6	79656
Q5SZJ8	221336
Q8N7W2	222389
	100419793
O76090	7439
Q8NFU1	54831
Q8N1M1	144453
Q8NFU0	266675
O15155	10282
	105375403
Q9NYM9	51272
	100128542
Q9HBH7	55859
Q9BXY8	84707
Q00994	27018
Q9NWD9	56271
Q5H9J7	340542
Q9NZS9	51283
Q12934	631
Q13515	8419
	85003
P02818	632
	103344929
P21810	633
Q7RTU4	727857
Q7RTS1	168620
Q6PI77	80823
	100431177
Q8NFJ8	27319
Q8NDY6	128408
O14503	8553
	100507582
Q9C0J9	79365
C9JSJ3	388553
Q93088	635
Q9H2M3	23743
Q9H694	80114
Q96G01	636
	391472
Q8TD16	23299
Q6ZP65	92558
A1A5D9	146439
Q9NZM4	29998
	106144534
Q6AI39	23506
P55957	637
Q13323	638
O00499	274
Q9UBW5	51411
	345258
	644601
Q9NQY0	55909
	80094
Q13490	329
Q13489	330
O15392	332
Q9NR09	57448
	100874009
	103752586
Q96CA5	79444
Q96P09	112401
	105221694
Q86UB2	54841
	100533467
	101669762
A4D250	338436
P62952	10904
Q8IZY5	414899
P51451	640
P54132	641
Q13867	642
Q8WV28	29760
P78537	2647
Q6QNY1	282991
	100131924
Q6QNY0	388552
Q9NUP1	55330
Q8TDH9	63915
	100526836
Q9UL45	26258
P53004	644
P30043	645
Q9H2G9	8548
	317729
Q96MC5	89927
Q96LC9	90427
	110806288
P35226	648
	100127902
	107985249
P13497	649
P12643	650
Q9NSY1	55589
Q5H9B9	347359
P12645	651
P12644	652
P22003	653
P22004	654
	266700
P18075	655
	102723590
Q7Z5Y6	353500
P34820	656
	105378666
O95393	27302
O95972	9210
Q8N8U9	168667
P36894	657
	100421515
	100533800
O00238	658
	100507012
Q13873	659
Q14692	9790
	399761
	642826
	414217
	729096
	100133265
	653557
	653458
	728611
	644632
	644684
	644716
	728034
	642311
	727914
	101101776
	414763
	100131577
	96610
	100288974
	106480334
Q1RMZ1	154743
P51813	660
Q01954	646
Q6ZN30	54796
	111216284
Q12981	662
Q12982	663
Q12983	664
O60238	665
	319138
	100421754
	100421736
	100289028
	100421724
	100129777
	101927265
	100421710
	106480280
	100421695
	106480286
	100421703
	101060192
	100421696
	106481692
	106480418
	100421704
	106481693
	106480281
	100421705
	100131306
	100421706
	100421697
	100421698
	100421707
	100421699
	100421708
	106481966
	100421700
	106481694
	106480282
	106480283
	106481695
	100128849
	106480284
	106481696
	106480285
	100421709
	100421701
	100421702
	101059988
	106481697
P0C671	389384
Q7Z465	149428
Q9BWV1	91653
Q96IK1	91272
Q8NFC6	259282
Q8IYS8	284257
	100129468
	100129355
Q9UMX3	666
	100379249
Q9Y3E2	51027
Q9H3K6	552900
	107282092
Q9H3K6	654483
	100652796
	106480322
	106480323
Q53S33	388962
	100507171
	100288111
	100287463
	644754
	106480324
Q8N9W6	66037
Q14137	23246
Q6PGQ7	79866
Q969J3	118426
Q96GS4	54785
Q96B45	119032
	100528007
Q96FH0	729991
	4207
Q9GZL8	60467
P07738	669
Q86WA6	670
P17213	671
Q9NP55	51297
Q96DR5	140683
Q9BQP9	128861
Q86YQ2	317716
Q8TDL5	92747
Q8N4F0	80341
P59826	359710
P59827	149954
	100505383
Q8NFQ5	128859
	402016
Q8NFQ6	254240
O95861	10380
Q12830	2186
	109286551
O14599	9083
O14599	442867
O14599	442868
	100885797
P15056	673
	286494
Q7Z569	8315
Q6PJG6	221927
P38398	672
	394269
P51587	675
P46736	79184
	100421311
O95696	23774
P25440	6046
Q15059	8019
A0A1B0GUI7	266655
O60885	23476
Q9NPI1	29117
	100288948
	647076
	23629
	100287229
	100129259
	100128042
Q9H0E9	10902
Q9H8M2	65980
	106481721
	109729114
Q58F21	676
	643486
Q92994	2972
Q9HAW0	55290
O95415	25798
Q8WY22	140707
	100129976
	730010
	441630
	100101554
Q6PL45	283870
O60477	1620
Q9C0B6	57795
Q76B58	339479
Q9BX63	83990
Q8TDN6	55299
	100422268
Q8WUW1	55845
	100288031
	100874492
Q9HCU9	25855
Q5PSV4	84312
Q5VW32	148362
P55201	7862
Q9ULD4	27154
P32247	680
Q8TDC3	84446
Q8IWQ3	9024
Q9NSI6	54014
	100874093
P59051	103091865
	106480743
	106481724
	100287505
	106480688
Q6RI45	254065
Q96G97	26580
Q9NW68	55108
P35613	682
Q9UPA5	8927
	106478963
	100132677
Q8WZ55	7809
	106480329
	100422517
	106481725
	106481726
Q075Z2	100131137
Q5W0U4	54836
Q10588	683
Q10589	684
Q3C1V8	390259
O14981	9044
Q9H0C5	53339
Q9BX70	55643
Q9Y2F9	22903
Q96KE9	90135
	646330
Q9P203	55727
	441548
	100420392
Q5XKL5	284697
Q96Q07	114781
	101929425
Q9BSF8	84280
	100128678
	100420401
A6QL63	121551
Q32M84	118663
A6NE02	388419
B2RXH4	643376
C9JJ37	149478
P35070	685
P43251	686
P20290	689
Q96K17	91408
	100505945
	653189
	391040
	100506061
	693
	283631
	652964
	392350
	652959
	100499261
	652960
	652961
	503543
	345829
	690
	652963
	132556
	100132641
	100130409
	643412
P62324	694
	100129641
P78543	7832
Q14201	10950
	110806272
	100419246
Q9NY30	54766
	106480330
Q06187	695
Q7Z6A9	151888
Q13410	696
	100420941
Q7KYR7	11120
Q8WVV5	10385
Q96KV6	54718
O00481	11119
P78410	11118
O00478	10384
Q9UIR0	56244
Q6UXE8	10917
Q6UX41	79908
Q6UXG8	153579
A8MVZ5	100129094
Q9Y297	8945
	100420631
O43683	699
O60566	701
	106821730
	100422363
O43684	9184
	646614
Q9BRD0	84811
	100420358
O43709	114049
P41223	8896
	106480331
	106480332
Q8NE79	11149
Q5T3Y7	154442
	700
Q13895	705
Q7L1Q6	9689
	101927795
	391592
	151579
Q9Y6E2	28969
Q13901	10438
	554049
	642538
	642521
	727879
	106481729
Q9NS00	56913
Q96EU7	29071
P0DN25	728819
	729409
	100128603
	106481730
Q9H246	81563
Q9BU76	79169
Q9BWL3	25912
Q9BV19	79078
Q8N6N3	148423
Q5VUE5	388722
Q8WWF1	79630
Q9BUN1	54964
Q13536	10485
Q5T750	100129271
Q96LT6	148304
Q8N0U7	127795
Q6P1W5	84970
Q5SVJ3	200159
O95561	92346
Q9NX04	54955
Q9NSG2	55732
Q9H7X2	79762
Q9BW04	79098
Q6ZSJ8	127687
Q8N9H9	148345
Q8NDD1	128061
Q5JVX7	400757
Q5VVC0	388649
Q96MC9	574431
Q8N1D5	93190
Q96HA4	54991
Q8NEQ5	128346
Q5SNV9	284498
	102724659
Q8IYL3	339448
Q5T7R7	284546
Q5VU69	388701
Q5T5A4	127003
Q5TG92	727684
Q9H425	84886
Q8IVY1	149466
Q8TAB5	127703
Q5T0J3	400798
A1L170	400793
Q6ZS94	388759
A0A0U1RR37	110806296
P02745	712
P02746	713
Q07021	708
	54098
	100422299
	100422310
P02747	714
O75973	10882
	106480353
Q7Z5L3	165257
Q5VWW1	389941
Q86Z23	338761
Q9BXJ1	114897
	100507410
Q9BXJ5	114898
Q9BXJ4	114899
	100534612
Q9BXJ3	114900
Q9BXJ0	114902
Q9BXI9	114904
Q9BXJ2	114905
	101929095
P60827	390664
P0C862	338872
	100874232
B2RNN3	387911
Q5T7M4	388581
P00736	715
Q9NZP8	51279
	283314
P09871	716
P06681	717
	102060414
Q9Y426	25966
O14523	9854
Q4AC94	26005
Q8NCU7	145741
A6NLJ0	388125
Q8TF44	126567
B7Z1M9	100191040
	100132111
Q86YS7	9847
Q53TS8	151254
Q8WU43	150590
Q68DN1	84226
P0DPF5	29798
	100420811
	100131855
	100420784
P0DPF6	408029
Q9NWW7	54980
Q9BVC5	79074
Q96LR7	130813
Q6UXQ4	401027
Q2NKX9	388969
Q8N8R5	205327
	727964
	642614
	100131279
	100420859
	107403078
A6NCS6	257407
Q8N5S3	129852
A8MZ97	339804
Q3KRA6	130355
A6NCI8	388960
Q0P641	389073
A6NN90	388963
Q53S99	56918
Q9BSF0	84281
Q6ZV80	400950
A0A1B0GVN3	728537
P01024	718
Q16581	719
	23739
Q9HBI5	57415
Q9UK00	51161
Q8ND61	84077
Q8N5N4	152065
Q6P1S2	285315
Q8IVJ8	339883
Q3SXR2	80111
Q5JPI3	285237
Q96BT1	132200
Q5BVD1	79669
Q8N813	285311
Q6ZUJ4	375341
Q6ZVT6	200844
	101929238
A6NLC5	285382
F5H4A9	401097
H3BNL1	646498
A0A1B0GTC6	401081
P0DN24	102724231
Q6ZMU1	388503
P0C0L4	720
	106478955
P0C0L5	721
P0C0L5	100293534
	106480730
P04003	722
	727859
	724
	100421610
P20851	725
Q8WVX3	401152
Q53FE4	84103
Q8IY42	55286
Q8N1A6	132321
Q96KX1	132989
Q96LM5	152940
Q504U0	201725
A7E2U8	441054
Q5BLP8	401115
Q6ZRC1	389197
C9J302	646603
D6RIA3	285556
P01031	727
	110599590
P21730	728
Q9P296	27202
Q8NC54	56951
Q8NAS9	439936
Q49AR2	55322
Q7Z6I8	134553
Q96MH7	375444
	105374749
Q86SI9	153571
Q6UWT4	389336
Q569G3	133491
A4QMS7	134121
A6NDU8	285636
A6NGY3	100190949
C9J3I9	133874
A6NFR6	285679
A6NC05	401207
Q2M2E5	285668
	100506526
Q9H5L9	100996485
	101927953
	340073
F2Z3F1	101928448
P13671	729
Q6UXA7	29113
O95873	57827
	106480731
Q5T4I8	347744
Q6P5S2	352999
Q9GZU0	81688
Q6UWU4	221477
Q4VX62	100130967
Q5T5N4	168090
Q7Z4R8	387263
Q5T0Z8	647024
Q5SQH8	221545
Q5SZD1	135398
Q5TEZ5	206412
Q7Z4U5	404220
Q8N319	221416
Q5I0X4	441150
P10643	730
Q9BPX7	79020
Q96N11	79034
Q8N865	136895
Q8WU49	202865
Q9BRJ6	84310
Q8NEG2	136288
Q8IZ16	402573
Q6ZTY9	401335
A4D0T2	154907
Q9H7B7	80099
A4D0Y5	154872
P07357	731
P07358	732
P07360	733
Q9NRJ1	100507249
Q8N9H6	286122
Q9H7E9	65265
Q49A92	116328
	286189
Q96NL8	157657
	100616530
Q96CB5	56260
	100533105
Q96LL4	157773
Q96NF6	606553
Q8NAV2	541565
Q6P047	203076
Q96K31	84933
Q6P1X6	414919
Q6ZUL3	389649
E5RJ46	389676
P0DMB2	100127983
P0DMQ9	100130301
P02748	735
Q9BUW7	79095
Q8NCR6	84688
Q8IXQ3	55071
Q8TAL5	257169
Q6ZRZ4	286223
Q5SZB4	375759
Q5W0N0	138240
Q8N4C0	157927
Q5T6V5	84267
Q96LT7	203228
Q9NZ63	51759
Q96MD7	138241
A6NGG3	100129385
Q8NAJ2	414318
Q5BN46	138162
Q5T035	445577
Q5VYM1	138724
Q5VTT2	138255
	494558
Q6ZV77	401563
	100133204
Q5JTZ5	401546
Q5TBE3	389766
Q8N9P6	158055
Q8N6V4	282966
Q5SWW7	414236
Q5T681	414157
Q8IYJ2	256815
Q711Q0	118461
	100506769
Q8WW14	143379
Q9H8K7	80007
	399815
Q96M02	118611
Q9H7T3	79946
Q6UWK7	387695
Q8TEF2	414152
Q5VZT2	387638
Q5SQS8	399814
Q8N4M7	283080
A0A1B0GUT2	387723
Q9H5F2	64776
Q9NQ32	56673
Q9P2W6	29125
Q96F05	53838
Q8WZ69	143501
Q8N5U0	160298
Q8TAV5	219833
Q9H6J7	79096
Q96A22	91894
Q8IXP5	341032
Q9H0W9	28970
O00193	10944
Q8NCR3	160140
Q9H3H3	83638
Q6IPW1	54494
Q8NBR9	100505621
Q8N6T0	79703
A6NJI1	254439
Q6NUJ2	399947
Q6PI97	399949
Q3C1V1	100131378
C9JXX5	143678
C9JLR9	65998
Q7Z7L8	387763
A0A1B0GVM6	643037
E9PRG8	102288414
	106480289
Q9NQ89	57102
Q9HB07	60314
Q8N999	91298
Q86WS4	283461
Q96LP6	374470
Q96C57	64897
Q8N5I9	121053
Q9H741	79794
Q8NA57	160419
Q6X4T0	121273
Q8IXR9	115749
Q99622	113246
Q5U649	144608
Q9H3J6	91574
Q96MD2	144577
A8MTZ7	728858
Q69YU5	728568
Q32Q52	338809
Q8TAD7	387882
Q8N812	400073
C9JDV5	196415
A0A1B0GVH6	647166
A0A1B0GUA9	100507747
Q4W4Y0	122525
Q8N1H7	317761
Q9H972	60686
Q9NWQ9	55017
Q9NPU4	56967
Q52M58	283598
Q8N769	283579
Q8N912	400258
Q32M92	145858
Q6ZRI6	56905
Q8WUR7	123207
Q9Y2V0	84529
Q9C002	84419
Q8N8G6	400360
Q8N910	644809
A6NNL5	145853
A8K5M9	643338
H3BRN8	145788
Q6P387	123775
Q6UWD8	283897
Q96GQ5	64755
Q9BSU1	80262
Q8IYS4	146562
Q14CZ0	29035
Q96GX8	404550
Q8WTQ4	123970
Q7Z2V1	162083
Q6ZW13	388284
Q6PH81	388272
Q6UX73	146556
A8MZG2	646174
Q4G0I0	283951
Q96LL3	146378
Q9H693	100506581
A6NNT2	342346
H3BN30	388276
Q8IXM2	124944
Q8WW18	146853
Q2M2W7	284018
Q86WR6	124773
Q0P5P2	339210
Q9HAS0	64149
Q96MU5	146723
Q8N4C9	284099
Q9BSJ5	55028
Q6ZQX7	400566
A8MV24	388381
Q6UX52	100141515
A8MU93	388327
A2RUQ5	400591
Q6ZR85	100130311
A0A1B0GUU1	110806298
Q96KH6	84322
Q96N68	147276
Q32NC0	83608
Q96B23	147339
Q8TCD1	497661
Q8IYD9	162681
Q68DL7	644041
Q9NSK7	83636
Q8NEA5	147685
Q9UFG5	148223
Q9GZP8	64073
A8MVS5	255809
Q9H6X5	84167
Q8N9M1	126526
Q6RUI8	84798
Q9UNZ5	28974
Q5BKX5	284325
Q0VDD7	79173
A6NJJ6	646457
A6NCJ1	100128569
Q9NVV2	55150
C9J6K1	342918
I3L1E1	147646
A0A1B0GUS0	111064650
Q9GZN8	54976
Q9H1P6	128602
Q9NUD7	140680
Q9NUB4	128653
Q9BQM9	128864
Q96LM9	140873
	100128998
Q5TEA3	25943
Q8N268	284756
A1L168	400831
Q8NBC4	284805
A0A1B0GTL2	284739
P58505	54058
Q9NYP8	56245
Q17RA5	54067
Q9NYK6	54149
	246312
Q8WYQ4	150248
Q9BZE7	84645
Q9Y442	25775
O95567	25770
Q6ZV56	348645
Q6P5X5	128977
Q6IC83	150297
C9J442	79640
P00915	759
P00918	760
P07451	761
	100996348
P22748	762
P35218	763
	764
Q9Y2D0	11238
Q8WTZ4	340591
P23280	765
P43166	766
P35219	767
Q16790	768
Q9NS85	56934
O75493	770
O43570	771
Q8N1Q1	377677
Q9ULX7	23632
	100996435
	440795
	100996556
Q9H8G2	79886
Q9Y376	51719
Q9H9S4	81617
	106481732
Q8IVU9	219621
Q9Y6J0	23523
Q8TDN4	91768
Q9BTV7	81928
Q9NZU7	9478
Q9NPB3	51475
P57796	57010
Q9NP86	56344
Q86V35	164633
Q96KC9	85438
O75952	26256
	266954
Q9UGQ2	11094
Q5VU97	57685
O00555	773
Q00975	774
Q13936	775
	100652846
	100874235
	106478964
	100874234
	107984540
	100874369
	100874370
Q01668	776
Q15878	777
O60840	778
O43497	8913
	253962
O95180	8912
Q9P0X4	8911
Q13698	779
P54289	781
	101927356
Q9NY47	9254
Q8IZS8	55799
	100874237
Q7Z3S7	93589
Q02641	782
Q08289	783
P54284	784
O00305	785
Q06432	786
Q9Y698	10369
O60359	10368
Q9UBN1	27092
Q9UF02	27091
Q9BXT2	59285
P62955	59284
Q8WXS5	59283
Q8WUQ7	58509
Q8N1I8	404665
Q86Y37	143384
Q9HB71	27101
	100420043
	644877
	106480809
P27708	790
Q9BY67	23705
Q8N3J6	253559
	100874038
	100874037
Q8N126	57863
	100131825
Q8NFZ8	199731
Q9ULU8	8618
Q86UW7	93664
Q8TC20	285782
	100526820
P05937	793
P22676	794
P01258, P06881	796
P10092	797
Q9P1Z2	57658
Q13137	10241
	798
P30988	799
Q16602	10203
Q05682	800
Q8IU99	255022
Q9HA72	51063
Q86XJ0	119395
Q5JW98	221301
Q8N5C1	254228
Q5R3K3	441168
P0DP23	801
	802
	804
P0DP24	805
	100128390
	806
	807
	643193
P0DP25	808
P27482	810
	100132159
Q96GE6	91860
Q9NZT1	51806
Q8TD86	163688
Q9BXU9	83698
P27797	811
Q96L12	125972
	441884
O43852	813
Q9NYX4	50632
Q14012	8536
Q8IU85	57118
Q96NX5	57172
Q9UQM7	815
Q13554	816
Q13557	817
Q13555	818
Q7Z7J9	55450
Q96S95	94032
Q16566	814
Q8N5S9	84254
Q96RR4	10645
Q7Z624	79823
Q8NCB2	79012
P49069	819
P49913	820
Q5T5Y3	157922
Q08AD1	23271
Q9P1Y5	57662
Q9Y6Y1	23261
	101928836
	102725193
	110841581
	100874340
O94983	23125
Q86VP6	55832
O75155	23066
Q8WVQ1	124583
P27824	821
Q01518	10487
	401076
	399748
P40123	10486
	353163
P40121	822
P07384	823
P17655	824
P20807	825
O15484	726
Q9Y6Q1	827
Q9Y6W3	23473
A6NHC0	388743
O14815	10753
Q9HC96	11132
	101752400
Q9UMQ6	11131
Q6ZSI9	147968
Q6MZZ7	92291
A8MX76	440854
O75808	6650
P04632	826
	391053
Q96L46	84290
Q14444	4076
Q6IMN6	65981
Q13938	828
Q9BXY5	84698
	107983975
Q8WWF8	133690
P52907	829
	53338
	100422294
	645938
	100130704
	100422324
P47755	830
Q96KX2	93661
P47756	832
Q9BX69	84674
Q9Y2G2	22900
	100505812
Q9H257	64170
Q9BWT7	29775
Q9BXL7	84433
	101927256
Q9BXL6	79092
Q5EG05	114769
Q5XLA6	440068
P57730	59082
Q96LW7	84270
Q8N187	79800
Q9Y2V2	23589
Q86X55	10498
	100130873
Q5VZK9	55604
Q6F5E8	146206
Q8ND23	90668
	728264
Q8N4J0	138199
	101927380
A5YM72	57571
	100852407
P49589	833
	100420042
	106481707
Q9HA77	79587
Q16568	9607
Q6TDU7	55259
Q6XLA1, Q8IU53	255082
O15234	22794
Q6P4E1	113201
	100420689
	101929083
	727677
	101805492
	100270680
	401237
	643714
	101928165
	101929110
	103021165
	101929244
	103021164
	283854
	103581031
Q96PB1	64921
O14936	8573
	100873928
Q8WXD9	57524
Q8WXE0	57513
	10029
P29466	834
	100874457
	440067
	100422634
P42575	835
P42574	836
	100131616
P49662	837
P51878	838
P55212	839
P55210	840
Q14790	841
Q9UKL3	9994
P55211	842
Q92851	843
Q6UXS9	100506742
P31944	23581
	197350
	643733
P31415	844
O14958	845
P41180	846
Q9NQ75	57091
P20810	831
Q8WTX7	652968
A6NHX0	729438
Q8NAP1	352954
Q86V15	54897
P04040	847
Q7Z7H3	375307
	101928513
	103689911
Q13166	856
Q8NEC5	117144
Q96P56	117155
	440278
Q86XQ3	347732
Q7RTX7	378807
Q9H7T0	79820
Q86XM0	257062
Q5SY80	257044
Q6ZRH7	57828
Q9NTU4	25858
Q03135	857
P51636	858
P56539	859
Q6NZI2	284119
O95810	8436
	105373813
Q969G5	112464
Q5BKX8	347273
Q8N350	255057
O43439	9139
O75081	863
Q13951	865
P22681	867
Q13191	868
Q9ULV8	23624
P27352	2694
Q75N03	79872
Q8N7E2	158506
P23435	869
Q8IUK8	147381
Q6UW01	643866
Q9NTU7	140689
P16152	873
O75828	874
	100506428
Q8N4T8	84869
P35520	875
P0DN79	102724560
Q9BRT8	55871
Q8IUF1	150472
Q5JTY5	445571
	653510
Q5RIA9	220869
Q4V339	644019
P83916	10951
	645251
	100147811
	100128723
	100130461
	100133259
Q14781	84733
Q13185	11335
	159770
	645158
	100421861
	100873792
	100421943
	642721
	100421975
	100286965
	644101
O00257	8535
P45973	23468
	100151661
O95503	23466
O95931	23492
Q9HC52	57332
Q9Y3M2	25776
Q8NA61	220082
A6NI87	646019
Q6P1N0	54862
Q5T0F9	200014
Q9P2K1	57545
Q6DHV5	387707
Q8IX12	55749
Q8N163	57805
	100507056
	101805488
Q6UXH8	147372
Q9BQI4	83643
Q16204	8030
Q96M83	79741
Q9H0W5	83987
Q9Y3X0	26093
Q6ZUT6	388115
	100129040
Q8WUD4	151903
	100131852
Q8IYE1	152206
	100874114
Q49A88	64770
Q0P6D6	80071
	105369547
Q96LX7	149483
Q5T9S5	343099
	100131564
O60826	28952
Q8N4L8	149473
Q86WR0	55246
Q8TAB7	137196
Q2M243	148870
Q8IWP9	25901
A0A096LPI5	100507462
Q9BUN5	79140
Q5VVM6	728621
Q9BV29	90416
Q8N5R6	80125
Q96HJ3	91057
	100288584
Q8IYA8	339834
	100506907
Q502W7	120935
Q9UFE4	339829
	100874112
Q4G0X9	55036
Q96M95	146849
Q96MW1	124808
Q96A33	57003
Q8IVM0	152137
Q96ER9	79714
Q8NEL0	84692
Q2TAC2	284001
Q4VC31	131076
	645859
	100287708
	732448
	106632269
	100420588
Q9P031	29080
Q8IWA6	160777
Q9Y6R9	729440
Q6P9F0	84660
Q8NA47	160762
Q8IXS2	85478
A2RUB6	285331
Q9H2F9	80323
A6NI79	26112
Q6NSX1	83446
Q8IV32	64925
Q8N9Z2	168455
Q6ZRK6	493860
Q96AQ1	90557
Q96LY2	91409
	100996538
	344709
Q9BR77	84318
A2IDD5	124093
Q76M96	151887
Q6ZN84	60494
Q8N4S0	79780
Q8IWF9	220047
Q86UT8	338657
	107984396
Q96PX6	114800
Q15834	11007
A6NKD9	317762
Q9H6F5	79080
Q9NVE4	55231
Q3V6T2	55704
A6NC98	283234
Q9P219	440193
Q8N998	220388
Q9GZT6	60492
Q7Z6B0	55297
Q53HC0	80212
	101928991
Q567U6	54520
Q2M329	257236
Q96F63	90324
Q96A19	92922
Q68D86	79839
Q8IW40	388389
Q8IYK2	126402
Q9BWC9	29903
Q8WV48	203260
Q8TBZ0	256309
Q8NEF3	153733
Q9H0I3	29070
Q96M63	93233
Q96NT0	84317
Q8IYX3	164592
Q8IWD4	150275
Q96HB5	90060
Q6ZUS5	79635
Q5T0U0	160857
Q96CT7	115098
Q86Z20	202243
Q96EE4	90693
Q96BQ5	133957
P13994	81576
